ID,Parent Product ID,WPML Translation ID,WPML Language Code,Title,Content,Sku,Regular Price,Sale Price,Stock Status,Stock,Tags,Category,SEO title,SEO Description,visible_roles,invisible_roles,Tax Class,Tax Status,Superdaycare Price,Daycare Price,Daycare Staff Price,Parent Price,Parent Extra Price
870,0,716,nl,Gelei aardbei MATTERNE 450g,"<p>Product: Gelei aardbei</p>
<p>Merk: Matterne</p>
<p>Formaat: 450g</p>",gelei-aardbei-matterne-450g,2727,,instock,,aardbei|aardbeien|aardbeigelei|gelei|matterne|rood|vruchten,Supermarkt>Brood &amp; beleg,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
872,0,717,nl,Smeerboter Alpro soya 250g,"<p>Product: Smeerboter </p>
<p>Merk: Alpro soya</p>
<p>Formaat: 250g</p>",smeerboter-alpro-soya-250g,10284,,instock,,alpro|alpro soya|boter|natuurlijk|smeerboter|smeren|soja|soya,Supermarkt>Brood &amp; beleg,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
875,0,725,nl,Smeerkaas dubbelroom Maredsous 250g,"<p>Product: Smeerkaas dubbelroom </p>
<p>Merk: Maredsous </p>
<p>Formaat: 250g, vlootje</p>",smeerkaas-dubbelroom-maredsous-250g,3151,,instock,,double crème|dubbele room|kaas|maredsous|smeerkaas|vloot|vlootje,Supermarkt>Brood &amp; beleg,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,3.1509,,,,
899,0,737,nl,Vaatwastabletten 70st,"<p>Product: Vaatwastabletten voor vaatwasmachine, All-in-one<br />
Formaat: 70st</p>",vaatwastabletten-70st,3554,,instock,,afwas|afwasmachine|tabletten|vaatwastablet|vaatwastabletten,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
909,0,742,nl,Spoelglans 1l,"<p>Product: Spoelmiddel voor vaatwasmachine, Spoelglans<br />
Formaat: 1l</p>",spoelglans-1l,1645,,instock,,afwas|afwasmachine|spoel|spoelglans|spoelglansmiddel|spoelmiddel|vaatwas|vaatwasmachine,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
922,0,752,nl,Schuurspons 10st,"<p>Product: Schuursponsen<br />
Formaat: 10st</p>",schuurspons-10st,372,,instock,,schuren|schuurspons|schuursponsen|spons|sponsen,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
924,0,758,nl,WC gel javel den 1l,"<p>Product: WC gel javel den<br />
Formaat: 1l</p>",wc-gel-javel-den-1l,488,,instock,,javel|reinigen|toilet|toiletreiniger|wc|wc reiniger,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
928,0,763,nl,WC eco gel reinigen den 750ml,"<p>Product: WC eco gel reinigen den<br />
Formaat: 750ml</p>",wc-eco-gel-reinigen-den-750ml,1364,,instock,,den|eco|ecologisch|reinigen|toilet|toiletreiniger|wc|wc reiniger,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
940,0,775,nl,Appelen 6st (+/-1kg),"<p>Product: Appelen<br />
Formaat: 6st (+/-1kg)</p>",appelen-6st-1kg,2538,,instock,,appel|appelen|eetappel|eetappelen|fruit,Supermarkt>Fruit,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
950,0,776,nl,Sinaasappelen 1 kg (los) (min. 3st),"<p>Product: Sinaasappelen<br />
Formaat: los verkocht, 1 kg (min. 3st)</p>",sinaasappelen-1-kg-los-min-3st,1595,,instock,,appelsien|appelsienen|fruit|mignonettes|sinaasappel|sinaasappelen,Supermarkt>Fruit,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
1179,0,834,nl,Hamreepjes 2x100g,"<p>Product: hamreepjes, ham gekookt in reepjes<br />
Formaat: 2x100g</p>",hamreepjes-2x100g,1963,,instock,,gekookt|gekookte ham|ham|hamblokjes|hamblokken|hamreep|hamreepjes|hesp|hespenreepjes|hespenrepen|hespreepjes|hesprepen|reepjes,Supermarkt>Vlees/Vis/Veggie,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,6vat,taxable,,,,,
1205,0,845,nl,"Plat Water Nestlé Pure Life 6x1,5l","<p>Product: Plat water, niet bruisend</p>
<p>Merk: Nestlé Pure Life</p>
<p>Extra info: Water is geschikt voor babyvoeding</p>
<p>Formaat: 1,5l</p>",plat-water-nestle-pure-life-615l,3793,,instock,,2|babyvoeding|l|life|nestle|nestle pure life|niet-bruisend|plat|pure|pure life|water,Supermarkt>Dranken,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
1208,0,851,nl,"Afwasmiddel Dreft original 1,48l","<p>Product: Afwasmiddel </p>
<p>Merk: Dreft original, kleur groen</p>
<p>Formaat: 1,48l</p>",afwasmiddel-dreft-original-148l,4124,,instock,,afwas|afwasmiddel|dreft|groene dreft|original,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1210,0,855,nl,Persil vl.wasm. color 40d,"<p>Product: Wamiddel</p>
<p>Merk: Persil vloeibaar wasmiddel color</p>
<p>Formaat: 40d (2l)</p>",persil-vl-wasm-color-40d,9.91,,instock,,color|kleur|kleuren|kleurwas|persil|persil color|vloeibaar wasmiddel|was|wassen,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1212,0,856,nl,Omino Bianco vl.wasm. Wit 40d,"<p>Product: Wasmiddel, wit, vloeibaar wasmiddel voor witte was</p>
<p>Merk: Omino Bianco</p>
<p>Formaat: 40d (2l)</p>",omino-bianco-vl-wasm-wit-40d,7.43,,instock,,omino bianco|vloeibaar wasmiddel|was|wassen|white|wit|witte was,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1214,0,857,nl,Omino Bianco vl.wasm. Nature Fresh 40d,"<p>Product: Wasmiddel, vloeibaar wasmiddel, geur Nature fresh</p>
<p>Merk: Omino Bianco</p>
<p>Formaat: 40d (2l)</p>",omino-bianco-vl-wasm-nature-fresh-40d,7.43,,instock,,color|kleur|kleuren|kleurwas|nature fresh|omino bianco|vloeibaar wasmiddel|was|wasmiddel|wassen,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1216,0,858,nl,Ariel vl. wasmiddel color 30d,"<p>Product: Wasmiddel, vloeibaar wasmiddel, color</p>
<p>Merk: Ariel</p>
<p>Formaat: 30d (1,65l)</p>",ariel-vl-wasmiddel-color-30d,5554,,instock,,ariel|ariel color|color|kleur|kleuren|kleurwas|vloeibaar wasmiddel|was|wasmiddel|wassen,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1223,0,872,nl,Dash vl. wasm. stralend wit 42d,"<p>Product: Wasmiddel, vloeibaar wasmiddel voor witte was, stralend wit</p>
<p>Merk: Dash</p>
<p>Formaat: 42d (2.31l)</p>",dash-vl-wasm-stralend-wit-42d,12389,,instock,,ariel|ariel color|vloeibaar wasmiddel|was|wasmiddel|wassen|white|wit|witte was,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1225,0,873,nl,Eres javel-solid ontsmett. tabl. 48st,"<p>Product: Javel-solid ontsmettende bruistabletten</p>
<p>Merk: Eres</p>
<p>Formaat: 48st</p>",eres-javel-solid-ontsmett-tabl-48st,4.92,,instock,,ariel|ariel color|vloeibaar wasmiddel|was|wasmiddel|wassen|white|wit|witte was,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1227,0,874,nl,Handzeep Sunlight 0%,"<p>Product: Handzeep 0% (0% parabenen, 0% colorant, ph neutraal)</p>
<p>Merk: Sunlight</p>
<p>Formaat: 250ml</p>",handzeep-sunlight-0,1.81,,instock,,0%|hand|handen|handzeep|handzeep voor kinderen|kinderen|sunlight|vloeibare zeep|vloeibare zeep voor kinderen|zeep,Supermarkt>Verzorging,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1229,0,881,nl,Gemalen koffie Graindor dessert blik 250g,"<p>Product: Gemalen koffie Graindor dessert, blik<br />
<br />
Formaat: 250g, blik</p>",gemalen-koffie-graindor-dessert-blik-250g,4293,,instock,,blik|dessert|graindor|koffie|koffie in blik|koffiebonen|koffiebonen graindor,Supermarkt>Dranken,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent,6vat,taxable,,,,,
1234,0,886,nl,Aluminiumfolie 30m,"<p>Product: Aluminiumfolie<br />
Formaat: 30m</p>",aluminiumfolie-30m,1612,,instock,,folie|vershouden|vershoudfolie,Supermarkt>Groenten>Pot en blik,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,21vat,taxable,,,,,
1236,0,887,nl,Vershoudfolie 100m,"<p>Product: Vershoudfolie<br />
Formaat: 100m x 29cm</p>",vershoudfolie-100m,1265,,instock,,folie|vershouden|vershoudfolie,Supermarkt>Groenten>Pot en blik,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1239,0,888,nl,Huisvuilzakken 10st,"<p>Product: Huisvuilzakken Limburg.net</p>
<p>Formaat: 10st</p>",huisvuilzakken-10st,10331,,instock,,color|kleur|kleuren|kleurwas|persil|persil color|vloeibaar wasmiddel|was|wassen,Supermarkt>Onderhoud,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,21vat,taxable,,,,,
1241,0,889,nl,Koffiefilter 100st,"<p>Product: Koffiefilter nr. 4<br />
Formaat: 100st</p>",koffiefilter-100st,372,,instock,,koffie|koffiepads|pads,Supermarkt>Dranken,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|parent|staff,21vat,taxable,,,,,
1271,0,900,nl,Porto,,porto,37050,,instock,,,Uncategorized,,,parent,,21vat,taxable,,,,,
,,,,Watermeloen,new,,,,,,,,,,,,,,,,,,
,,,,Ijs Alpro Soya vanille 500ml,new,,,,,,,,,,,,,,,,,,
,,,,Zeezout 85g,new,,,,,,,,,,,,,,,,,,
,,,,Peper (mixed pepper selection 35g),new,,,,,,,,,,,,,,,,,,
,,,,Verse kaas met chocolade 300g,new,,,,,,,,,,,,,,,,,,
,,,,Koekjesmeel Nestle Iron+ 4-6m 800g,new,,,,,,,,,,,,,,,,,,
,,,,Chocopasta Fondant Boerinneke 400g,new,,,,,,,,,,,,,,,,,,
,,,,Soja dessert vanille Alpro Soya 4x125g,new,,,,,,,,,,,,,,,,,,
,,,,Plantaardige margarine 250g,new,,,,,,,,,,,,,,,,,,
,,,,Boudoirs 400g,new,,,,,,,,,,,,,,,,,,
,,,,Halfvolle melk 50cl,new,,,,,,,,,,,,,,,,,,
,,,,Vuilzak wit 25l,new,,,,,,,,,,,,,,,,,,
,,,,Abrikozenconfituur 450g,new,,,,,,,,,,,,,,,,,,
,,,,Chocopasta fondant Kwatta 600g,new,,,,,,,,,,,,,,,,,,
,,,,Speculoospasta 750g Lotus,new,,,,,,,,,,,,,,,,,,
,,,,Nic Nac 500g,new,,,,,,,,,,,,,,,,,,
,,,,Cent wafers huismerk 190g,new,,,,,,,,,,,,,,,,,,
,,,,Choco as 250g,new,,,,,,,,,,,,,,,,,,
,,,,Prince vanille LU 300g,new,,,,,,,,,,,,,,,,,,
,,,,Puddingpoeder vanille Imperial 50gx7,new,,,,,,,,,,,,,,,,,,
,,,,Waspoeder Bonux 3 in 1 violet 76d 4.94 kg,new,,,,,,,,,,,,,,,,,,
,,,,wc blokjes 55mlx3,new,,,,,,,,,,,,,,,,,,
,,,,wc gel javel Harpic 750ml,new,,,,,,,,,,,,,,,,,,
,,,,Wasgel zeepvrij Zwitsal 400ml,new,,,,,,,,,,,,,,,,,,
,,,,Babyvoeding boon-rund-aardappel +8m 2x200g Olvarit,new,,,,,,,,,,,,,,,,,,
,,,,Babyvoeding kip-wortel-aardappel +8m 2x200g Olvarit,new,,,,,,,,,,,,,,,,,,
,,,,Babyvoeding stoofpot rund wortel +6m 2x200g Olvarit,new,,,,,,,,,,,,,,,,,,
,,,,Babyvoeding pompoen-wortel-kip +6m 2x200g Olvarit,new,,,,,,,,,,,,,,,,,,
,,,,Vaatwastabletten alles in 1 Sun,new,,,,,,,,,,,,,,,,,,
,,,,Halfvolle chocolademelk 1l,new,,,,,,,,,,,,,,,,,,
,,,,"Alcoholazijn 7% 1,5l",new,,,,,,,,,,,,,,,,,,
,,,,Gemalen koffie Graindor DECA 500g,new,,,,,,,,,,,,,,,,,,
,,,,Handdoekjes ZZ grijs 250st Tork,new,,,,,,,,,,,,,,,,,,
,,,,Gevulde paaseitjes 1kg,new,,,,,,,,,,,,,,,,,,
,,,,Handschoenen latex maat L wit 100st,new,,,,,,,,,,,,,,,,,,
